id,name,type,typeLabel,kind,camp,campLabel,chapters,chapterStart,chapterEnd,chapterCount,degree,score,isTrunk,aliases,description
entity:strategy_砍斷大索之策,砍斷大索之策,strategy,策略,entity,wu,東吳,38,38,38,1,2,8,false,,甘寧用小船精兵冒矢石砍斷大索，破沔口艨艟。
entity:battle_破曹,破曹,battle,戰役,entity,mixed,混合,46,46,46,1,2,8,false,水路交兵|與曹軍交戰,東吳對曹操的戰事背景，本章各計皆為破曹而設。
entity:strategy_祭風借東風,祭風借東風,strategy,策略,entity,shu,劉蜀,49,49,49,1,2,8,false,借東風,孔明於七星壇祭祈東南風，使火攻得以實施。
entity:strategy_秘不發喪矯詔入宮,秘不發喪矯詔入宮,strategy,策略,entity,han,漢室,2,2,2,1,2,8,false,矯詔,蹇碩與十常侍在靈帝崩後密謀不發喪，假詔召何進入宮。
entity:strategy_程昱誘降關公之計,程昱誘降關公之計,strategy,策略,entity,mixed,混合,25,25,25,1,2,8,false,下邳內應計|詐敗誘關公,以劉備降兵入下邳為內應，誘關公出戰並截其歸路。
entity:army_程普戰船士卒,程普戰船士卒,army,軍隊,entity,wu,東吳,52,52,52,1,2,8,false,,周瑜奉命調赴合淝聽孫權使用的東吳兵力。
entity:character_程諮,程諮,character,人物,entity,wu,東吳,44,44,44,1,2,26,false,,程普長子，代父至周瑜行營，後向父親回報周瑜調兵有法。
entity:character_程銀,程銀,character,人物,entity,lords,群雄,58,58,58,1,2,26,false,,韓遂八部將之一，渭南陷馬坑戰中折損。
entity:character_種輯,種輯,character,人物,entity,wei,曹魏,20;21,20,21,2,2,30,false,長水校尉種輯,長水校尉，董承心腹，加入誅曹密謀。；董承義狀署名者之一。
entity:character_種邵,種邵,character,人物,entity,neutral,未分類,10,10,10,1,2,26,false,,諫議大夫，參與長安內應密謀，事洩被斬。
entity:character_穆順,穆順,character,人物,entity,lords,群雄,5,5,5,1,2,26,false,,張楊部將，出戰呂布被刺死。
entity:army_第三隊,第三隊,army,軍隊,entity,wu,東吳,44,44,44,1,2,8,false,,周瑜行營調撥的江東軍隊之一，由凌統、潘璋相關。
entity:army_第二隊,第二隊,army,軍隊,entity,wu,東吳,44,44,44,1,2,8,false,,周瑜行營調撥的江東軍隊之一，由蔣欽、周泰相關。
entity:army_第五隊,第五隊,army,軍隊,entity,wu,東吳,44,44,44,1,2,8,false,,周瑜行營調撥的江東軍隊之一，由陸遜、董襲相關。
entity:army_第四隊,第四隊,army,軍隊,entity,wu,東吳,44,44,44,1,2,8,false,,周瑜行營調撥的江東軍隊之一，由太史慈、呂蒙相關。
entity:strategy_結好劉備外援之策,結好劉備外援之策,strategy,策略,entity,mixed,混合,60,60,60,1,2,8,false,迎玄德入川為援,張松在劉璋前主張遣法正、孟達結好劉備以拒曹操、張魯。
entity:strategy_結孫策共攻曹操,結孫策共攻曹操,strategy,策略,entity,mixed,混合,28,28,28,1,2,8,false,聯江東攻曹,郭圖勸袁紹結孫策，共同攻曹操。
entity:strategy_縱馬放牛誘敵策,縱馬放牛誘敵策,strategy,策略,entity,wei,曹魏,58,58,58,1,2,8,false,,丁斐縱馬放牛吸引西涼兵爭取牛馬，令曹操脫險。
entity:faction_羌人,羌人,faction,勢力,entity,mixed,混合,7;57;59,7,59,3,2,16,false,,公孫瓚曾交戰的族群，因畏白馬而促成其白馬先鋒稱號。；馬騰早年背景中提及的邊地族群。；楊阜稱馬超深得其心，為日後隴上隱患。
entity:event_群英會,群英會,event,事件,entity,wu,東吳,45,45,45,1,2,8,false,群英會蔣幹中計,周瑜召江左英傑宴蔣幹，展示兵糧並禁談軍事，使蔣幹中反間計。
entity:strategy_聯吳抗曹之策,聯吳抗曹之策,strategy,策略,entity,mixed,混合,42,42,42,1,2,8,false,南北相持之策,孔明欲赴江東說動孫權，使南北相持，劉備從中取利。
entity:character_胡才,胡才,character,人物,entity,neutral,未分類,13,13,13,1,2,26,false,,白波軍首領之一，救駕途中被亂軍所殺。
entity:character_胡華,胡華,character,人物,entity,neutral,未分類,27,27,27,1,2,26,false,,村莊主人，曾任議郎，託關公帶書給其子胡班。
entity:location_臥龍岡,臥龍岡,location,地點,entity,shu,劉蜀,36;37,36,37,2,2,12,false,,諸葛亮草廬所在之岡。；諸葛亮隱居之岡，劉備兩訪不遇並準備再訪。
entity:strategy_致書曹操勸和,致書曹操勸和,strategy,策略,entity,mixed,混合,11,11,11,1,2,8,false,,劉備向曹操下書勸其解徐州之圍。
entity:strategy_苦留徐庶,苦留徐庶,strategy,策略,entity,mixed,混合,36,36,36,1,2,8,false,苦留元直,孫乾建議劉備扣留徐庶，使曹操殺徐母而激發徐庶報仇。
entity:character_荀正,荀正,character,人物,entity,mixed,混合,14,14,14,1,2,26,false,,紀靈副將，被關羽一合斬於馬下。
entity:character_荀諦,荀諦,character,人物,entity,mixed,混合,7;22,7,22,2,2,30,false,諶,韓馥謀士，正文作荀諦，又以「諶曰」發言，勸韓馥請袁紹同治州事。；袁紹部下謀士之一，與許攸同入議事，後被列為謀士。
entity:faction_荊州劉表勢力,荊州劉表勢力,faction,勢力,entity,mixed,混合,8;23;35,8,35,3,2,16,false,荊州,劉表所屬勢力，關心黃祖安危並與江東戰事相關。；劉表控制的荊州政權，面臨附曹或觀望袁曹的選擇。；劉表統轄的荊州勢力，蔡瑁為其上將，劉琦為其長子。
entity:battle_荊州江東戰事,荊州江東戰事,battle,戰役,entity,mixed,混合,8,8,8,1,2,8,false,江東戰事,孫堅死後劉表一方與孫策一方仍在對峙，後孫策換回黃祖、罷戰回江東。
entity:army_荊襄之眾,荊襄之眾,army,軍隊,entity,mixed,混合,7;34;58,7,58,3,2,16,false,,劉表所率援軍。；劉備建議劉表用以乘虛襲許昌的荊襄兵眾。；劉備承諾若馬超攻曹右方，則舉此軍遏曹前路。
entity:location_荊襄九郡,荊襄九郡,location,地點,entity,wei,曹魏,40,40,40,1,2,8,false,荊襄,劉琮臣屬建議獻給曹操的地盤。
entity:location_華容道,華容道,location,地點,entity,mixed,混合,49;50,49,50,2,2,12,false,華容小路,孔明預判曹操敗後將走的路，令雲長設伏。；曹操選走的小路，關雲長在此放曹操。
entity:army_董卓兵,董卓兵,army,軍隊,entity,lords,群雄,3,3,3,1,2,8,false,卓兵,董卓所率軍隊，在城外被丁原、呂布擊敗。
entity:character_董璜,董璜,character,人物,entity,lords,群雄,8;9,8,9,2,2,30,false,董卓侄,董卓之侄，被封侍中並總領禁軍。；董卓之侄，在郿塢抄籍後被斬首號令。
entity:army_蔡瑁萬餘軍,蔡瑁萬餘軍,army,軍隊,entity,neutral,未分類,7,7,7,1,2,8,false,,蔡瑁從襄陽帶出的萬餘兵馬。
entity:army_蔣欽戰船隊,蔣欽戰船隊,army,軍隊,entity,wu,東吳,49,49,49,1,2,8,false,第三隊,蔣欽所領接應黃蓋的戰船隊。
entity:army_蔣欽軍,蔣欽軍,army,軍隊,entity,wu,東吳,50,50,50,1,2,8,false,,蔣欽所率東吳軍，與韓當軍同行攻擊。
entity:character_蔣義渠,蔣義渠,character,人物,entity,lords,群雄,31,31,31,1,2,26,false,,袁紹大將，在黎陽迎接袁紹並招集散兵。
entity:army_虎衛雄兵五萬,虎衛雄兵五萬,army,軍隊,entity,wei,曹魏,60,60,60,1,2,8,false,,曹操在西教場點閱展示的軍隊。
entity:strategy_虛寨八面埋伏,虛寨八面埋伏,strategy,策略,entity,wei,曹魏,24,24,24,1,2,8,false,九隊埋伏,曹操預判劫寨後，以一隊虛紮營寨，其餘八面埋伏。
entity:strategy_虛張聲勢,虛張聲勢,strategy,策略,entity,wei,曹魏,22,22,22,1,2,8,false,疑兵,曹操命劉岱、王忠打曹丞相旗號，使徐州方面疑曹操親至。
entity:event_行營調撥軍馬,行營調撥軍馬,event,事件,entity,wu,東吳,44,44,44,1,2,8,false,周瑜調兵,周瑜在江畔行營升中軍帳，分派各隊與巡警使。
entity:character_衛弘,衛弘,character,人物,entity,wei,曹魏,5,5,5,1,2,26,false,,陳留富戶，資助曹操起兵。
entity:army_袁紹七十餘萬人馬,袁紹七十餘萬人馬,army,軍隊,entity,lords,群雄,29,29,29,1,2,8,false,冀、青、幽、並等處人馬,袁紹為攻許昌所起的大軍。
entity:army_袁紹三十萬精兵,袁紹三十萬精兵,army,軍隊,entity,mixed,混合,22,22,22,1,2,8,false,馬軍十五萬，步兵十五萬,袁紹起兵討曹的主力，由十五萬馬軍和十五萬步兵組成。
entity:army_袁紹兵馬,袁紹兵馬,army,軍隊,entity,lords,群雄,4,4,4,1,2,8,false,兵|卒,袁紹在渤海所集結訓練，欲掃清王室的軍力。
entity:character_袁胤,袁胤,character,人物,entity,lords,群雄,21,21,21,1,2,26,false,,袁術之侄，攜靈柩妻子奔廬江，被徐璆所殺。
entity:character_袁隗,袁隗,character,人物,entity,lords,群雄,3;4;5,3,5,3,2,34,false,太傅袁隗,太傅，參與省中宴會。；袁紹之叔，面對董卓詢問廢立時附和其議。；袁紹叔父，時任太傅，被李儒視為內應風險。
entity:army_裴元紹人伴,裴元紹人伴,army,軍隊,entity,shu,劉蜀,28,28,28,1,2,8,false,山林人伴,裴元紹嘯聚山林的部眾，後多為趙雲招降。
entity:battle_襲取廬江,襲取廬江,battle,戰役,entity,wu,東吳,29,29,29,1,2,8,false,廬江之戰,孫策於建安四年攻取廬江並擊敗劉勳。
entity:battle_襲取樊城,襲取樊城,battle,戰役,entity,mixed,混合,36,36,36,1,2,8,false,玄德用計襲樊城,劉備用計牽制曹仁，關羽趁機奪取樊城。
entity:location_西寨,西寨,location,地點,entity,mixed,混合,11,11,11,1,2,8,false,呂布西寨,濮陽之西的要寨，曹操夜襲奪取，旋又被呂布軍反攻。
entity:army_西涼之兵,西涼之兵,army,軍隊,entity,mixed,混合,58,58,58,1,2,8,false,西涼之眾|西涼軍|西涼軍馬,馬超統率的主力，與曹操軍多次交戰。
entity:strategy_親往求賢,親往求賢,strategy,策略,entity,shu,劉蜀,36;37,36,37,2,2,12,false,三顧草廬|枉駕見之,徐庶告訴劉備諸葛亮不可屈致，須親自前往求見。；劉備堅持親自往臥龍岡求見孔明，不用召喚方式。
entity:character_許汜,許汜,character,人物,entity,lords,群雄,19,19,19,1,2,26,false,,呂布謀士，與王楷建議向袁術求援，往壽春送信。
entity:army_許褚鐵甲先鋒,許褚鐵甲先鋒,army,軍隊,entity,wei,曹魏,40,40,40,1,2,8,false,三千鐵甲軍,許褚率領的先鋒開路部隊。
entity:strategy_詐敗陷坑擒許褚,詐敗陷坑擒許褚,strategy,策略,entity,wei,曹魏,12,12,12,1,2,8,false,陷坑鉤手,曹操命典韋詐敗，暗伏陷坑鉤手擒許褚。
entity:strategy_詐死誘呂布,詐死誘呂布,strategy,策略,entity,mixed,混合,12,12,12,1,2,8,false,將計就計,曹操詐稱火傷身死，引呂布攻寨再以伏兵破之。
entity:strategy_詐稱蔣奇劫烏巢,詐稱蔣奇劫烏巢,strategy,策略,entity,wei,曹魏,30,30,30,1,2,8,false,劫烏巢燒糧,許攸獻策令曹軍偽作袁將蔣奇護糧，乘間焚烏巢糧草。
entity:strategy_詐醉誘敵,詐醉誘敵,strategy,策略,entity,shu,劉蜀,22,22,22,1,2,8,false,劫寨計,張飛假裝醉酒打軍士並縱其逃報，使劉岱中計，夜間分兵劫寨破敵。
entity:strategy_詐降,詐降,strategy,策略,entity,mixed,混合,49,49,49,1,2,8,false,,黃蓋以密書與青龍牙旗偽裝來降，誘曹操放近火船。
entity:strategy_誘馬騰入京師,誘馬騰入京師,strategy,策略,entity,wei,曹魏,24,24,24,1,2,8,false,慰勞誘入之計,程昱建議以書信安撫馬騰，誘入京師再圖之。
entity:character_諸葛玄,諸葛玄,character,人物,entity,shu,劉蜀,36,36,36,1,2,26,false,玄,諸葛亮之叔，因與劉景升有舊而往依荊州。
entity:strategy_賈詡聚眾犯長安之策,賈詡聚眾犯長安之策,strategy,策略,entity,lords,群雄,9,9,9,1,2,8,false,,賈詡勸李傕等誘集陝人與本部軍馬，殺入長安為董卓報仇。
entity:strategy_賣情退軍復兗州,賣情退軍復兗州,strategy,策略,entity,mixed,混合,11,11,11,1,2,8,false,,郭嘉建議曹操順勢給劉備人情，退軍回救兗州。
entity:battle_赤壁鏖兵,赤壁鏖兵,battle,戰役,entity,mixed,混合,47;50;55;57;60,47,60,5,2,24,false,三江水戰|赤壁|赤壁之戰,詩中點出的即將以火攻決勝的大戰背景。；東吳火攻與水戰擊破曹軍的戰役。；本章被趙雲假報用作曹操報復的由頭。
entity:strategy_走樊城避敵,走樊城避敵,strategy,策略,entity,mixed,混合,40,40,40,1,2,8,false,,劉備拒絕奪荊州後決定往樊城避曹兵。
entity:character_趙彥,趙彥,character,人物,entity,wei,曹魏,20,20,20,1,2,26,false,,議郎，上疏彈劾曹操專橫，後被曹操殺害。
entity:character_趙睿,趙睿,character,人物,entity,neutral,未分類,30,30,30,1,2,26,false,,淳於瓊督將，烏巢被劫時救應而戰死。
entity:army_趙雲一千軍,趙雲一千軍,army,軍隊,entity,shu,劉蜀,36;52,36,52,2,2,12,false,,趙雲奉劉備之命守樊城的部隊。；趙雲夜取桂陽時在後接應的兵力。
entity:strategy_趙雲偽報開城計,趙雲偽報開城計,strategy,策略,entity,shu,劉蜀,52,52,52,1,2,8,false,詐稱殺趙雲回軍,趙雲令桂陽降兵叫門，假稱陳、鮑已殺趙雲，使趙範出城被擒。
entity:strategy_趙雲詐敗誘敵,趙雲詐敗誘敵,strategy,策略,entity,mixed,混合,39,39,39,1,2,8,false,,趙雲與夏侯惇交戰後屢次詐敗，引其深入博望坡。
entity:army_車冑一千軍,車冑一千軍,army,軍隊,entity,wei,曹魏,21,21,21,1,2,8,false,一千軍,車冑出城迎假曹軍時所引軍隊。
entity:strategy_輪流調兵提備,輪流調兵提備,strategy,策略,entity,mixed,混合,59,59,59,1,2,8,false,,馬超建議自己與韓遂輪流向曹操、徐晃兩路提防詐欺。
entity:strategy_送糧結呂布按兵不動,送糧結呂布按兵不動,strategy,策略,entity,mixed,混合,16,16,16,1,2,8,false,,袁術攻劉備前先送糧給呂布，使其不救劉備。
entity:strategy_連環策,連環策,strategy,策略,entity,shu,劉蜀,57,57,57,1,2,8,false,,龐統在赤壁時所獻策略。
entity:character_週毖,週毖,character,人物,entity,lords,群雄,6,6,6,1,2,26,false,周毖,尚書，諫阻遷都，被董卓處斬。
entity:character_週聽,週聽,character,人物,entity,wu,東吳,15,15,15,1,2,26,false,,王朗將領，助戰太史慈，查瀆伏擊中被孫策刺死。
entity:location_遼西,遼西,location,地點,entity,neutral,未分類,33,33,33,1,2,8,false,,袁尚、袁熙棄幽州後投烏桓之地。
entity:character_邊讓,邊讓,character,人物,entity,mixed,混合,10,10,10,1,2,26,false,,九江太守，與陶謙交好，率兵五千救徐州，被曹操派夏侯惇截殺。
entity:location_鄒郡,鄒郡,location,地點,entity,mixed,混合,24;30;34;56,24,56,4,2,20,false,,袁紹出迎劉備的地點附近。；曹軍揚言攻取以誘袁紹分兵之地。；曹操留曹植、曹丕造台之地。
entity:character_鄧茂,鄧茂,character,人物,entity,shu,劉蜀,1,1,1,1,2,26,false,,程遠志副將，被張飛刺死。
entity:location_鄱陽湖,鄱陽湖,location,地點,entity,wu,東吳,39;44;49,39,49,3,2,16,false,,周瑜訓練水軍之地。；周瑜訓練水師之處。；黃蓋密書中假稱新運糧來源。
entity:character_金尚,金尚,character,人物,entity,lords,群雄,17,17,17,1,2,26,false,,兗州刺史，被袁術命為太尉監運錢糧，不從而被殺。
entity:character_鍾纓,鍾纓,character,人物,entity,mixed,混合,41,41,41,1,2,26,false,,夏侯惇部將，與鍾紳攔截趙雲。
entity:character_鐘縉,鐘縉,character,人物,entity,shu,劉蜀,42,42,42,1,2,26,false,鐘纓,與鍾紳攔住趙雲，先戰而被趙雲刺落馬下。
entity:location_長坂橋,長坂橋,location,地點,entity,mixed,混合,42,42,42,1,2,8,false,,張飛立馬拒曹、接應趙雲之地。
entity:strategy_長堤伏兵,長堤伏兵,strategy,策略,entity,mixed,混合,12,12,12,1,2,8,false,,曹操將精兵伏於寨西長堤，截擊呂布。
entity:strategy_長塹防伏道,長塹防伏道,strategy,策略,entity,neutral,未分類,30,30,30,1,2,8,false,,劉曄以繞營長塹化解袁軍伏道。
entity:event_關張闖相府護劉備,關張闖相府護劉備,event,事件,entity,shu,劉蜀,21,21,21,1,2,8,false,,關羽、張飛聞劉備被請至相府，恐有失而突入後園。
entity:character_關純,關純,character,人物,entity,lords,群雄,7,7,7,1,2,26,false,,與耿武伏於城外欲刺殺袁紹，後被文醜殺死。
entity:army_關羽一千伏兵,關羽一千伏兵,army,軍隊,entity,shu,劉蜀,39,39,39,1,2,8,false,,孔明命關羽引往豫山埋伏的軍隊。
entity:army_關羽征汝南五萬軍,關羽征汝南五萬軍,army,軍隊,entity,mixed,混合,26,26,26,1,2,8,false,五萬兵,曹操撥給關羽征汝南的兵力。
entity:army_關羽白河伏軍,關羽白河伏軍,army,軍隊,entity,shu,劉蜀,40,40,40,1,2,8,false,雲長一千軍,關羽率領埋伏於白河上流的一千軍。
entity:army_關雲長精兵,關雲長精兵,army,軍隊,entity,shu,劉蜀,43,43,43,1,2,8,false,精兵萬人,關羽所率劉備軍精兵，約萬人。
entity:army_陳武戰船隊,陳武戰船隊,army,軍隊,entity,wu,東吳,49,49,49,1,2,8,false,第四隊,陳武所領接應黃蓋的戰船隊。
entity:army_陳武軍,陳武軍,army,軍隊,entity,wu,東吳,50,50,50,1,2,8,false,,陳武所率東吳軍，與周泰軍同行攻擊。
entity:faction_陳珪父子,陳珪父子,faction,勢力,entity,lords,群雄,18,18,18,1,2,8,false,,徐州陳氏父子，在宴會中稱頌呂布，被陳宮疑忌。
entity:character_陳留王,陳留王,character,人物,entity,mixed,混合,3,3,3,1,2,26,false,王,與少帝同被劫走，途中應對董卓得體，被董卓視為可立之人。
entity:character_陳矯,陳矯,character,人物,entity,wei,曹魏,51,51,51,1,2,26,false,矯,曹仁幕下，建議速救彝陵並在南郡城中執行曹操遺計，後留守南郡。
entity:strategy_陳群取江南策,陳群取江南策,strategy,策略,entity,mixed,混合,58,58,58,1,2,8,false,,趁劉備取西川無暇救孫權，會合淝眾直取江南。
entity:army_雲長華容伏兵,雲長華容伏兵,army,軍隊,entity,neutral,未分類,49,49,49,1,2,8,false,,雲長受命在華容小路設伏的兵力。
entity:army_青州人馬,青州人馬,army,軍隊,entity,shu,劉蜀,24,24,24,1,2,8,false,本州人馬,袁譚派來護送劉備的青州兵馬。
entity:battle_青州解圍戰,青州解圍戰,battle,戰役,entity,shu,劉蜀,1,1,1,1,2,8,false,解青州之圍,劉備用伏兵夾攻，龔景出城助戰，解除青州之圍。
entity:character_韋康,韋康,character,人物,entity,lords,群雄,59,59,59,1,2,26,false,,被楊阜保薦為涼州刺史，與楊阜同屯冀城防馬超。
entity:character_韓浩,韓浩,character,人物,entity,wei,曹魏,39,39,39,1,2,26,false,,曹軍副將，隨夏侯惇出兵，博望坡戰中走脫。
entity:character_韓珩,韓珩,character,人物,entity,wei,曹魏,33,33,33,1,2,26,false,別駕韓珩,幽州別駕，拒絕跟隨眾官降曹。
entity:army_韓當戰船隊,韓當戰船隊,army,軍隊,entity,wu,東吳,49,49,49,1,2,8,false,第一隊,韓當所領接應黃蓋的戰船隊。
entity:army_韓當軍,韓當軍,army,軍隊,entity,wu,東吳,50,50,50,1,2,8,false,,韓當所率東吳軍，從赤壁西邊殺來。
entity:strategy_餌敵之計,餌敵之計,strategy,策略,entity,wei,曹魏,26,26,26,1,2,8,false,以糧草誘敵,曹操將糧草置前，誘文醜軍搶掠失序後反擊。
entity:location_首陽山,首陽山,location,地點,entity,shu,劉蜀,44,44,44,1,2,8,false,,諸葛瑾引用伯夷、叔齊故事時提及的地點。
entity:strategy_馬尾樹枝疑兵,馬尾樹枝疑兵,strategy,策略,entity,mixed,混合,42,42,42,1,2,8,false,疑有伏後,張飛以二十餘騎拖樹枝揚塵，使曹軍疑有伏兵。
entity:army_馬步兵五萬,馬步兵五萬,army,軍隊,entity,shu,劉蜀,60,60,60,1,2,8,false,劉備入川軍,劉備西行入川所率主力。
entity:battle_馬陵山伏擊,馬陵山伏擊,battle,戰役,entity,mixed,混合,12,12,12,1,2,8,false,,曹操詐死誘呂布攻寨，以伏兵擊敗呂布。
entity:location_駐馬坡,駐馬坡,location,地點,entity,mixed,混合,54,54,54,1,2,8,false,,劉備與孫權並馬觀江山後得名之處。
entity:character_高升,高升,character,人物,entity,shu,劉蜀,2,2,2,1,2,26,false,副將高升,張寶副將，出馬搦戰，被張飛刺落馬。
entity:character_鮑忠,鮑忠,character,人物,entity,neutral,未分類,5,5,5,1,2,26,false,,鮑信之弟，擅先至關下搦戰，被華雄斬。
entity:character_鮑隆,鮑隆,character,人物,entity,shu,劉蜀,52,52,52,1,2,26,false,,桂陽管軍校尉，與陳應同謀詐降，被趙雲識破斬殺。
entity:location_鳳儀亭,鳳儀亭,location,地點,entity,lords,群雄,8;9,8,9,2,2,12,false,亭下,貂蟬約呂布私會之處，董卓在此撞見二人。；呂布與貂蟬相遇之處，成為王允激發呂布怨恨的證據。
entity:character_鷂,鷂,character,人物,entity,wei,曹魏,32,32,32,1,2,26,false,任鷂,奉袁尚命守邯鄲，迎戰曹軍時被張遼射落。
entity:location_黃河,黃河,location,地點,entity,mixed,混合,13;26;27,13,27,3,2,16,false,,獻帝、伏皇后逃難渡河之處。；文醜奉袁紹命渡河攻曹。；關公渡過後便到袁紹地方。
entity:location_黃河渡口,黃河渡口,location,地點,entity,wei,曹魏,27;30,27,30,2,2,12,false,,秦琪守把的渡口，關公斬秦琪後渡河。；曹操為沮授建墳安葬之地。
entity:character_龔景,龔景,character,人物,entity,neutral,未分類,1,1,1,1,2,26,false,青州太守龔景,青州太守，受黃巾圍困後求援。
entity:character_任峻,任峻,character,人物,entity,wei,曹魏,14;17,14,17,2,1,28,false,,曹操定許都後任典農中郎將。；管糧官，王垕為其部下倉官。
entity:faction_劉表勢力,劉表勢力,faction,勢力,entity,mixed,混合,7;17;18;28;31;33;34,7,34,7,1,30,false,荊州|荊州劉表|荊州勢力|荊襄|荊襄之眾|表軍,劉表麾下荊襄勢力，包含黃祖、蔡瑁、蒯良等。；張繡後援，為曹操疑兵策略所牽制。；劉表所統荊州兵馬。
entity:location_南屏山,南屏山,location,地點,entity,mixed,混合,48;49,48,49,2,1,10,false,,曹操宴中所見江南山色。；孔明相度地勢並築七星壇之處。
entity:character_司馬德操,司馬德操,character,人物,entity,shu,劉蜀,38;57,38,57,2,1,28,false,司馬徽,劉備引用其言作為信任孔明的依據。；曾評伏龍、鳳雛得一可安天下，被劉備引用。
entity:character_司馬懿,司馬懿,character,人物,entity,wei,曹魏,39,39,39,1,1,164,true,馬懿,曹操任命的文學掾，文中以家世介紹其身分。
entity:location_吳郡,吳郡,location,地點,entity,wu,東吳,15;29,15,29,2,1,10,false,吳城,嚴白虎所據、孫策圍攻之地。；許貢任太守之地，也是周瑜奔喪將至之處。
entity:location_太廟,太廟,location,地點,entity,mixed,混合,6;20,6,20,2,1,10,false,太廟基,孫堅草創殿屋祭祀列聖神位之處。；獻帝引董承至此，轉入功臣閣賜袍帶。
entity:location_山東,山東,location,地點,entity,wei,曹魏,10;12;13;14;16;17,10,17,6,1,26,false,,青州黃巾被稱為山東群賊，曹操討平後威鎮此地。；定陶戰後曹操所得一境。；曹操平定之區域，亦為李郭恐車駕立足之處。
entity:location_廬江,廬江,location,地點,entity,mixed,混合,21;29,21,29,2,1,10,false,,袁胤攜袁術靈柩妻子欲奔之地。；孫策襲取並擊敗劉勳之地。
entity:location_弘農,弘農,location,地點,entity,neutral,未分類,10;13,10,13,2,1,10,false,,張濟受封後領兵屯守並返回之地。；張濟請駕幸之地，後李郭兵入劫掠。
entity:character_張溫,張溫,character,人物,entity,mixed,混合,8;43,8,43,2,1,28,false,,司空，被董卓以結連袁術欲害己為由斬首。；座上文士，欲再問難諸葛亮。
entity:character_張超,張超,character,人物,entity,lords,群雄,5;12,5,12,2,1,28,false,,廣陵太守，諸侯之一。；呂布同黨，定陶失守後自刎。
entity:character_成廉,成廉,character,人物,entity,mixed,混合,11;12,11,12,2,1,28,false,,呂布麾下將領，在濮陽戰中攔截曹操。；呂布從將，在定陶伏擊中被樂進射死。
entity:character_昌豨,昌豨,character,人物,entity,wei,曹魏,19;20,19,20,2,1,28,false,,泰山寇之一，參與攔截曹操。；臧霸招安諸人時，獨未歸順曹操。
entity:character_李堪,李堪,character,人物,entity,lords,群雄,58;59,58,59,2,1,28,false,,韓遂手下八部將之一。；韓遂一方將領，後在渭橋被於禁誤射而死。
entity:location_東郡,東郡,location,地點,entity,wei,曹魏,4;5;10;25,4,25,4,1,18,false,,陳宮老母妻子所在之地。；陳宮棄曹操後前往之地；喬瑁任東郡太守。；曹操任太守、陳宮任從事之地。
entity:location_東阿,東阿,location,地點,entity,wei,曹魏,10;11,10,11,2,1,10,false,東郡東阿,程昱籍貫地，也是曹操留守三縣之一。；兗州三處守城之一，由荀彧、程昱設計保全。
entity:character_梁興,梁興,character,人物,entity,lords,群雄,58;59,58,59,2,1,28,false,,韓遂手下八部將之一。；韓遂一方將領，參與密議，後被馬超剁倒。
entity:faction_江東,江東,faction,勢力,entity,wu,東吳,38;49,38,49,2,1,10,false,東吳,孫權統轄的勢力，文武諸人輔佐。；東吳一方的地域與勢力稱呼。
entity:location_江漢,江漢,location,地點,entity,mixed,混合,23;43,23,43,2,1,10,false,,曹操欲用兵問罪劉表的方向，荀彧諫其暫緩。；曹操屯兵之地，構成東吳危機。
entity:location_河間,河間,location,地點,entity,neutral,未分類,2;33,2,33,2,1,10,false,,董太后被遷置並遭暗殺之地。；袁譚劫掠地之一。
entity:location_泰山,泰山,location,地點,entity,mixed,混合,3;11;16;36,3,36,4,1,18,false,,鮑信率本部軍兵離去所投之地。；陳宮提及可伏兵的險路。；呂布憂袁術併劉備後北連泰山諸將。
entity:location_滎陽,滎陽,location,地點,entity,mixed,混合,6;27,6,27,2,1,10,false,榮陽|滎陽地方,曹操追董卓時遭伏擊大敗之地。；王植任太守之地，關公在館驛遭縱火暗算。
entity:faction_百官,百官,faction,勢力,entity,mixed,混合,4;9,4,9,2,1,10,false,公卿|眾官|群臣,朝廷群臣，多畏懼董卓，後部分受王允邀宴商議。；本章多次迎送董卓、參與朝會與慶賀。
entity:location_相府,相府,location,地點,entity,mixed,混合,4;8;9;20;26,4,26,5,1,22,false,,曹操佩七寶刀入見董卓、獻刀脫身之處。；董卓府邸，貂蟬被送入後成為董卓新人，呂布多次入內尋她。；董卓回京後進入之處。
entity:location_範縣,範縣,location,地點,entity,wei,曹魏,10;11,10,11,2,1,10,false,,曹操留荀彧、程昱守備的三縣之一。；兗州三處守城之一，由荀彧、程昱設計保全。
entity:location_終南山,終南山,location,地點,entity,neutral,未分類,13;59,13,59,2,1,10,false,,楊奉敗後屯軍之處。；婁子伯隱居之地。
entity:location_荊襄,荊襄,location,地點,entity,mixed,混合,7;16;31;52,7,52,4,1,18,false,,劉表所率援軍之兵源。；陳登轉述曹操話中劉表所在。；程昱建議曹操暫緩攻取的南方地區。
entity:faction_董卓勢力,董卓勢力,faction,勢力,entity,mixed,混合,7;8,7,8,2,1,10,false,董丞相家將|董氏宗族,董卓掌控的長安勢力；路上射殺公孫越者自稱其家將。；董卓及其宗族、相府部屬所構成的權力集團。
entity:army_董卓軍,董卓軍,army,軍隊,entity,mixed,混合,4;6,4,6,2,1,10,false,卓兵|武士|獄卒|甲士|軍士,董卓所掌武力，用於威嚇朝廷、弒帝、屠掠陽城與捉拿曹操。；董卓所統兵馬，負責焚掠洛陽、押民西遷與抵禦追兵。
