id,source,target,relationType,category,categoryLabel,chapters,chapterStart,chapterEnd,weight,confidence,description,kind
rel:003895,entity:character_董卓,event:c008:event_liru_advice,參與情節,story,主幹情節,8,8,8,1,,董卓 參與 李儒勸卓安撫呂布,story_link
rel:003896,entity:character_呂布,event:c008:event_liru_advice,參與情節,story,主幹情節,8,8,8,1,,呂布 參與 李儒勸卓安撫呂布,story_link
rel:003897,event:c008:event_liru_advice,entity:location_相府,發生於,story,主幹情節,8,8,8,1,,李儒勸卓安撫呂布 發生於 相府,story_link
rel:003898,entity:character_呂布,event:c008:event_fengyi_meeting,參與情節,story,主幹情節,8,8,8,1,,呂布 參與 呂布貂蟬鳳儀亭私會,story_link
rel:003899,entity:character_貂蟬,event:c008:event_fengyi_meeting,參與情節,story,主幹情節,8,8,8,1,,貂蟬 參與 呂布貂蟬鳳儀亭私會,story_link
rel:003900,event:c008:event_fengyi_meeting,entity:location_相府,發生於,story,主幹情節,8,8,8,1,,呂布貂蟬鳳儀亭私會 發生於 相府,story_link
rel:003901,event:c008:event_fengyi_meeting,entity:location_鳳儀亭,發生於,story,主幹情節,8,8,8,1,,呂布貂蟬鳳儀亭私會 發生於 鳳儀亭,story_link
rel:003902,entity:character_董卓,event:c008:event_meiwu_building,參與情節,story,主幹情節,8,8,8,1,,董卓 參與 董卓築郿塢封宗族,story_link
rel:003903,entity:character_董璜,event:c008:event_meiwu_building,參與情節,story,主幹情節,8,8,8,1,,董璜 參與 董卓築郿塢封宗族,story_link
rel:003904,entity:faction_董卓勢力,event:c008:event_meiwu_building,參與情節,story,主幹情節,8,8,8,1,,董卓勢力 參與 董卓築郿塢封宗族,story_link
rel:003905,event:c008:event_meiwu_building,entity:location_長安,發生於,story,主幹情節,8,8,8,1,,董卓築郿塢封宗族 發生於 長安,story_link
rel:003906,event:c008:event_meiwu_building,entity:location_郿塢,發生於,story,主幹情節,8,8,8,1,,董卓築郿塢封宗族 發生於 郿塢,story_link
rel:003907,entity:character_王允,event:c009:event_meiwu_confiscation,參與情節,story,主幹情節,9,9,9,1,,王允 參與 抄籍郿塢,story_link
rel:003908,entity:character_呂布,event:c009:event_meiwu_confiscation,參與情節,story,主幹情節,9,9,9,1,,呂布 參與 抄籍郿塢,story_link
rel:003909,entity:character_皇甫嵩,event:c009:event_meiwu_confiscation,參與情節,story,主幹情節,9,9,9,1,,皇甫嵩 參與 抄籍郿塢,story_link
rel:003910,entity:character_李肅,event:c009:event_meiwu_confiscation,參與情節,story,主幹情節,9,9,9,1,,李肅 參與 抄籍郿塢,story_link
rel:003911,entity:character_李傕,event:c009:event_meiwu_confiscation,參與情節,story,主幹情節,9,9,9,1,,李傕 參與 抄籍郿塢,story_link
rel:003912,entity:character_郭汜,event:c009:event_meiwu_confiscation,參與情節,story,主幹情節,9,9,9,1,,郭汜 參與 抄籍郿塢,story_link
rel:003913,entity:character_張濟,event:c009:event_meiwu_confiscation,參與情節,story,主幹情節,9,9,9,1,,張濟 參與 抄籍郿塢,story_link
rel:003914,entity:character_樊稠,event:c009:event_meiwu_confiscation,參與情節,story,主幹情節,9,9,9,1,,樊稠 參與 抄籍郿塢,story_link
rel:003915,entity:character_貂蟬,event:c009:event_meiwu_confiscation,參與情節,story,主幹情節,9,9,9,1,,貂蟬 參與 抄籍郿塢,story_link
rel:003916,entity:character_董旻,event:c009:event_meiwu_confiscation,參與情節,story,主幹情節,9,9,9,1,,董旻 參與 抄籍郿塢,story_link
rel:003917,entity:character_董璜,event:c009:event_meiwu_confiscation,參與情節,story,主幹情節,9,9,9,1,,董璜 參與 抄籍郿塢,story_link
rel:003918,event:c009:event_meiwu_confiscation,entity:location_郿塢,發生於,story,主幹情節,9,9,9,1,,抄籍郿塢 發生於 郿塢,story_link
rel:003919,entity:character_董卓,event:c009:event_fengyi_aftermath,參與情節,story,主幹情節,9,9,9,1,,董卓 參與 鳳儀亭餘波,story_link
rel:003920,entity:character_李儒,event:c009:event_fengyi_aftermath,參與情節,story,主幹情節,9,9,9,1,,李儒 參與 鳳儀亭餘波,story_link
rel:003921,entity:character_貂蟬,event:c009:event_fengyi_aftermath,參與情節,story,主幹情節,9,9,9,1,,貂蟬 參與 鳳儀亭餘波,story_link
rel:003922,entity:character_呂布,event:c009:event_fengyi_aftermath,參與情節,story,主幹情節,9,9,9,1,,呂布 參與 鳳儀亭餘波,story_link
rel:003923,event:c009:event_fengyi_aftermath,entity:location_鳳儀亭,發生於,story,主幹情節,9,9,9,1,,鳳儀亭餘波 發生於 鳳儀亭,story_link
rel:003924,event:c009:event_fengyi_aftermath,entity:location_郿塢,發生於,story,主幹情節,9,9,9,1,,鳳儀亭餘波 發生於 郿塢,story_link
rel:003925,entity:character_董卓,event:c009:event_dong_assassination,參與情節,story,主幹情節,9,9,9,1,,董卓 參與 董卓被誅,story_link
rel:003926,entity:character_王允,event:c009:event_dong_assassination,參與情節,story,主幹情節,9,9,9,1,,王允 參與 董卓被誅,story_link
rel:003927,entity:character_呂布,event:c009:event_dong_assassination,參與情節,story,主幹情節,9,9,9,1,,呂布 參與 董卓被誅,story_link
rel:003928,entity:character_李肅,event:c009:event_dong_assassination,參與情節,story,主幹情節,9,9,9,1,,李肅 參與 董卓被誅,story_link
rel:003929,event:c009:event_dong_assassination,entity:location_長安,發生於,story,主幹情節,9,9,9,1,,董卓被誅 發生於 長安,story_link
rel:003930,entity:character_李蒙,event:c009:event_changan_fall,參與情節,story,主幹情節,9,9,9,1,,李蒙 參與 長安陷落,story_link
rel:003931,entity:character_王方,event:c009:event_changan_fall,參與情節,story,主幹情節,9,9,9,1,,王方 參與 長安陷落,story_link
rel:003932,entity:army_西涼兵,event:c009:event_changan_fall,參與情節,story,主幹情節,9,9,9,1,,西涼兵 參與 長安陷落,story_link
rel:003933,entity:character_呂布,event:c009:event_changan_fall,參與情節,story,主幹情節,9,9,9,1,,呂布 參與 長安陷落,story_link
rel:003934,entity:character_王允,event:c009:event_changan_fall,參與情節,story,主幹情節,9,9,9,1,,王允 參與 長安陷落,story_link
rel:003935,entity:character_袁術,event:c009:event_changan_fall,參與情節,story,主幹情節,9,9,9,1,,袁術 參與 長安陷落,story_link
rel:003936,event:c009:event_changan_fall,entity:location_長安,發生於,story,主幹情節,9,9,9,1,,長安陷落 發生於 長安,story_link
rel:003937,event:c009:event_changan_fall,entity:location_青瑣門,發生於,story,主幹情節,9,9,9,1,,長安陷落 發生於 青瑣門,story_link
rel:003938,entity:character_王允,event:c009:event_wang_lu_plot,參與情節,story,主幹情節,9,9,9,1,,王允 參與 王允聯呂誅董,story_link
rel:003939,entity:character_呂布,event:c009:event_wang_lu_plot,參與情節,story,主幹情節,9,9,9,1,,呂布 參與 王允聯呂誅董,story_link
rel:003940,entity:character_士孫瑞,event:c009:event_wang_lu_plot,參與情節,story,主幹情節,9,9,9,1,,士孫瑞 參與 王允聯呂誅董,story_link
rel:003941,entity:character_黃琬,event:c009:event_wang_lu_plot,參與情節,story,主幹情節,9,9,9,1,,黃琬 參與 王允聯呂誅董,story_link
rel:003942,entity:character_李肅,event:c009:event_wang_lu_plot,參與情節,story,主幹情節,9,9,9,1,,李肅 參與 王允聯呂誅董,story_link
rel:003943,event:c009:event_wang_lu_plot,entity:location_長安,發生於,story,主幹情節,9,9,9,1,,王允聯呂誅董 發生於 長安,story_link
rel:003944,entity:character_李儒,event:c009:event_li_ru_executed,參與情節,story,主幹情節,9,9,9,1,,李儒 參與 李儒伏誅,story_link
rel:003945,entity:character_呂布,event:c009:event_li_ru_executed,參與情節,story,主幹情節,9,9,9,1,,呂布 參與 李儒伏誅,story_link
rel:003946,entity:character_李肅,event:c009:event_li_ru_executed,參與情節,story,主幹情節,9,9,9,1,,李肅 參與 李儒伏誅,story_link
rel:003947,entity:character_王允,event:c009:event_li_ru_executed,參與情節,story,主幹情節,9,9,9,1,,王允 參與 李儒伏誅,story_link
rel:003948,event:c009:event_li_ru_executed,entity:location_長安,發生於,story,主幹情節,9,9,9,1,,李儒伏誅 發生於 長安,story_link
rel:003949,entity:character_呂布,event:c009:battle_lvbu_vs_lijue,參與情節,story,主幹情節,9,9,9,1,,呂布 參與 呂布與李傕郭汜山下交鋒,story_link
rel:003950,entity:character_李傕,event:c009:battle_lvbu_vs_lijue,參與情節,story,主幹情節,9,9,9,1,,李傕 參與 呂布與李傕郭汜山下交鋒,story_link
rel:003951,entity:character_郭汜,event:c009:battle_lvbu_vs_lijue,參與情節,story,主幹情節,9,9,9,1,,郭汜 參與 呂布與李傕郭汜山下交鋒,story_link
rel:003952,entity:character_張濟,event:c009:battle_lvbu_vs_lijue,參與情節,story,主幹情節,9,9,9,1,,張濟 參與 呂布與李傕郭汜山下交鋒,story_link
rel:003953,entity:character_樊稠,event:c009:battle_lvbu_vs_lijue,參與情節,story,主幹情節,9,9,9,1,,樊稠 參與 呂布與李傕郭汜山下交鋒,story_link
rel:003954,event:c009:battle_lvbu_vs_lijue,entity:location_長安,發生於,story,主幹情節,9,9,9,1,,呂布與李傕郭汜山下交鋒 發生於 長安,story_link
rel:003955,entity:character_李肅,event:c009:event_li_su_deceives_dong,參與情節,story,主幹情節,9,9,9,1,,李肅 參與 李肅詐詔誘董,story_link
rel:003956,entity:character_董卓,event:c009:event_li_su_deceives_dong,參與情節,story,主幹情節,9,9,9,1,,董卓 參與 李肅詐詔誘董,story_link
rel:003957,entity:character_獻帝,event:c009:event_li_su_deceives_dong,參與情節,story,主幹情節,9,9,9,1,,獻帝 參與 李肅詐詔誘董,story_link
rel:003958,event:c009:event_li_su_deceives_dong,entity:location_郿塢,發生於,story,主幹情節,9,9,9,1,,李肅詐詔誘董 發生於 郿塢,story_link
rel:003959,event:c009:event_li_su_deceives_dong,entity:location_長安,發生於,story,主幹情節,9,9,9,1,,李肅詐詔誘董 發生於 長安,story_link
rel:003960,entity:character_曹操,event:c010:event_cao_xuzhou,參與情節,story,主幹情節,10,10,10,1,,曹操 參與 曹操興兵攻徐州,story_link
rel:003961,entity:character_陶謙,event:c010:event_cao_xuzhou,參與情節,story,主幹情節,10,10,10,1,,陶謙 參與 曹操興兵攻徐州,story_link
rel:003962,entity:character_荀彧,event:c010:event_cao_xuzhou,參與情節,story,主幹情節,10,10,10,1,,荀彧 參與 曹操興兵攻徐州,story_link
rel:003963,entity:character_程昱,event:c010:event_cao_xuzhou,參與情節,story,主幹情節,10,10,10,1,,程昱 參與 曹操興兵攻徐州,story_link
rel:003964,entity:character_夏侯惇,event:c010:event_cao_xuzhou,參與情節,story,主幹情節,10,10,10,1,,夏侯惇 參與 曹操興兵攻徐州,story_link
rel:003965,entity:character_於禁,event:c010:event_cao_xuzhou,參與情節,story,主幹情節,10,10,10,1,,於禁 參與 曹操興兵攻徐州,story_link
rel:003966,entity:character_典韋,event:c010:event_cao_xuzhou,參與情節,story,主幹情節,10,10,10,1,,典韋 參與 曹操興兵攻徐州,story_link
rel:003967,entity:army_曹操大軍,event:c010:event_cao_xuzhou,參與情節,story,主幹情節,10,10,10,1,,曹操大軍 參與 曹操興兵攻徐州,story_link
rel:003968,event:c010:event_cao_xuzhou,entity:location_鄄城,發生於,story,主幹情節,10,10,10,1,,曹操興兵攻徐州 發生於 鄄城,story_link
rel:003969,event:c010:event_cao_xuzhou,entity:location_範縣,發生於,story,主幹情節,10,10,10,1,,曹操興兵攻徐州 發生於 範縣,story_link
rel:003970,event:c010:event_cao_xuzhou,entity:location_東阿,發生於,story,主幹情節,10,10,10,1,,曹操興兵攻徐州 發生於 東阿,story_link
rel:003971,event:c010:event_cao_xuzhou,entity:location_徐州,發生於,story,主幹情節,10,10,10,1,,曹操興兵攻徐州 發生於 徐州,story_link
rel:003972,entity:character_曹操,event:c010:event_cao_recruit,參與情節,story,主幹情節,10,10,10,1,,曹操 參與 曹操在兗州招賢納士,story_link
rel:003973,entity:character_荀彧,event:c010:event_cao_recruit,參與情節,story,主幹情節,10,10,10,1,,荀彧 參與 曹操在兗州招賢納士,story_link
rel:003974,entity:character_荀攸,event:c010:event_cao_recruit,參與情節,story,主幹情節,10,10,10,1,,荀攸 參與 曹操在兗州招賢納士,story_link
rel:003975,entity:character_程昱,event:c010:event_cao_recruit,參與情節,story,主幹情節,10,10,10,1,,程昱 參與 曹操在兗州招賢納士,story_link
rel:003976,entity:character_郭嘉,event:c010:event_cao_recruit,參與情節,story,主幹情節,10,10,10,1,,郭嘉 參與 曹操在兗州招賢納士,story_link
rel:003977,entity:character_劉曄,event:c010:event_cao_recruit,參與情節,story,主幹情節,10,10,10,1,,劉曄 參與 曹操在兗州招賢納士,story_link
rel:003978,entity:character_滿寵,event:c010:event_cao_recruit,參與情節,story,主幹情節,10,10,10,1,,滿寵 參與 曹操在兗州招賢納士,story_link
rel:003979,entity:character_呂虔,event:c010:event_cao_recruit,參與情節,story,主幹情節,10,10,10,1,,呂虔 參與 曹操在兗州招賢納士,story_link
rel:003980,entity:character_毛玠,event:c010:event_cao_recruit,參與情節,story,主幹情節,10,10,10,1,,毛玠 參與 曹操在兗州招賢納士,story_link
rel:003981,entity:character_於禁,event:c010:event_cao_recruit,參與情節,story,主幹情節,10,10,10,1,,於禁 參與 曹操在兗州招賢納士,story_link
rel:003982,entity:character_夏侯惇,event:c010:event_cao_recruit,參與情節,story,主幹情節,10,10,10,1,,夏侯惇 參與 曹操在兗州招賢納士,story_link
rel:003983,entity:character_典韋,event:c010:event_cao_recruit,參與情節,story,主幹情節,10,10,10,1,,典韋 參與 曹操在兗州招賢納士,story_link
rel:003984,event:c010:event_cao_recruit,entity:location_兗州,發生於,story,主幹情節,10,10,10,1,,曹操在兗州招賢納士 發生於 兗州,story_link
rel:003985,event:c010:event_cao_recruit,entity:location_東郡,發生於,story,主幹情節,10,10,10,1,,曹操在兗州招賢納士 發生於 東郡,story_link
rel:003986,entity:character_朱儁,event:c010:event_cao_qingzhou,參與情節,story,主幹情節,10,10,10,1,,朱儁 參與 曹操討平青州黃巾,story_link
rel:003987,entity:character_曹操,event:c010:event_cao_qingzhou,參與情節,story,主幹情節,10,10,10,1,,曹操 參與 曹操討平青州黃巾,story_link
rel:003988,entity:character_鮑信,event:c010:event_cao_qingzhou,參與情節,story,主幹情節,10,10,10,1,,鮑信 參與 曹操討平青州黃巾,story_link
rel:003989,entity:faction_青州黃巾,event:c010:event_cao_qingzhou,參與情節,story,主幹情節,10,10,10,1,,青州黃巾 參與 曹操討平青州黃巾,story_link
rel:003990,entity:army_青州兵,event:c010:event_cao_qingzhou,參與情節,story,主幹情節,10,10,10,1,,青州兵 參與 曹操討平青州黃巾,story_link
rel:003991,event:c010:event_cao_qingzhou,entity:location_青州,發生於,story,主幹情節,10,10,10,1,,曹操討平青州黃巾 發生於 青州,story_link
rel:003992,event:c010:event_cao_qingzhou,entity:location_濟北,發生於,story,主幹情節,10,10,10,1,,曹操討平青州黃巾 發生於 濟北,story_link
rel:003993,event:c010:event_cao_qingzhou,entity:location_長安,發生於,story,主幹情節,10,10,10,1,,曹操討平青州黃巾 發生於 長安,story_link
rel:003994,entity:character_曹操,event:c010:event_cao_song_killed,參與情節,story,主幹情節,10,10,10,1,,曹操 參與 曹嵩全家遇害,story_link
rel:003995,entity:character_應劭,event:c010:event_cao_song_killed,參與情節,story,主幹情節,10,10,10,1,,應劭 參與 曹嵩全家遇害,story_link
rel:003996,entity:character_曹嵩,event:c010:event_cao_song_killed,參與情節,story,主幹情節,10,10,10,1,,曹嵩 參與 曹嵩全家遇害,story_link
rel:003997,entity:character_陶謙,event:c010:event_cao_song_killed,參與情節,story,主幹情節,10,10,10,1,,陶謙 參與 曹嵩全家遇害,story_link
rel:003998,entity:character_張輳,event:c010:event_cao_song_killed,參與情節,story,主幹情節,10,10,10,1,,張輳?? 參與 曹嵩全家遇害,story_link
rel:003999,event:c010:event_cao_song_killed,entity:location_徐州,發生於,story,主幹情節,10,10,10,1,,曹嵩全家遇害 發生於 徐州,story_link
rel:004000,event:c010:event_cao_song_killed,entity:location_淮南,發生於,story,主幹情節,10,10,10,1,,曹嵩全家遇害 發生於 淮南,story_link
rel:004001,entity:character_曹操,event:c010:event_xuzhou_defense,參與情節,story,主幹情節,10,10,10,1,,曹操 參與 陶謙守徐州議策,story_link
rel:004002,entity:character_陶謙,event:c010:event_xuzhou_defense,參與情節,story,主幹情節,10,10,10,1,,陶謙 參與 陶謙守徐州議策,story_link
rel:004003,entity:character_曹豹,event:c010:event_xuzhou_defense,參與情節,story,主幹情節,10,10,10,1,,曹豹 參與 陶謙守徐州議策,story_link
rel:004004,entity:army_曹操大軍,event:c010:event_xuzhou_defense,參與情節,story,主幹情節,10,10,10,1,,曹操大軍 參與 陶謙守徐州議策,story_link
rel:004005,event:c010:event_xuzhou_defense,entity:location_徐州,發生於,story,主幹情節,10,10,10,1,,陶謙守徐州議策 發生於 徐州,story_link
rel:004006,entity:character_陳宮,event:c010:event_chen_gong_advice,參與情節,story,主幹情節,10,10,10,1,,陳宮 參與 陳宮勸曹操勿屠徐州,story_link
rel:004007,entity:character_曹操,event:c010:event_chen_gong_advice,參與情節,story,主幹情節,10,10,10,1,,曹操 參與 陳宮勸曹操勿屠徐州,story_link
rel:004008,entity:character_陶謙,event:c010:event_chen_gong_advice,參與情節,story,主幹情節,10,10,10,1,,陶謙 參與 陳宮勸曹操勿屠徐州,story_link
rel:004009,event:c010:event_chen_gong_advice,entity:location_徐州,發生於,story,主幹情節,10,10,10,1,,陳宮勸曹操勿屠徐州 發生於 徐州,story_link
rel:004010,event:c010:event_chen_gong_advice,entity:location_東郡,發生於,story,主幹情節,10,10,10,1,,陳宮勸曹操勿屠徐州 發生於 東郡,story_link
rel:004011,entity:character_李傕,event:c010:event_dong_burial,參與情節,story,主幹情節,10,10,10,1,,李傕 參與 董卓改葬失敗,story_link
rel:004012,entity:character_董卓,event:c010:event_dong_burial,參與情節,story,主幹情節,10,10,10,1,,董卓 參與 董卓改葬失敗,story_link
rel:004013,event:c010:event_dong_burial,entity:location_郿塢,發生於,story,主幹情節,10,10,10,1,,董卓改葬失敗 發生於 郿塢,story_link
rel:004014,entity:character_馬超,event:c010:event_ma_chao_duel,參與情節,story,主幹情節,10,10,10,1,,馬超 參與 馬超斬王方擒李蒙,story_link
rel:004015,entity:character_王方,event:c010:event_ma_chao_duel,參與情節,story,主幹情節,10,10,10,1,,王方 參與 馬超斬王方擒李蒙,story_link
rel:004016,entity:character_李蒙,event:c010:event_ma_chao_duel,參與情節,story,主幹情節,10,10,10,1,,李蒙 參與 馬超斬王方擒李蒙,story_link
rel:004017,entity:character_馬騰,event:c010:event_ma_chao_duel,參與情節,story,主幹情節,10,10,10,1,,馬騰 參與 馬超斬王方擒李蒙,story_link
rel:004018,entity:character_韓遂,event:c010:event_ma_chao_duel,參與情節,story,主幹情節,10,10,10,1,,韓遂 參與 馬超斬王方擒李蒙,story_link
rel:004019,entity:character_陶謙,event:c011:event_tao_qian_offers_xuzhou_second,參與情節,story,主幹情節,11,11,11,1,,陶謙 參與 陶謙再讓徐州與劉備屯小沛,story_link
rel:004020,entity:character_劉備,event:c011:event_tao_qian_offers_xuzhou_second,參與情節,story,主幹情節,11,11,11,1,,劉備 參與 陶謙再讓徐州與劉備屯小沛,story_link
rel:004021,entity:character_糜竺,event:c011:event_tao_qian_offers_xuzhou_second,參與情節,story,主幹情節,11,11,11,1,,糜竺 參與 陶謙再讓徐州與劉備屯小沛,story_link
rel:004022,entity:character_孔融,event:c011:event_tao_qian_offers_xuzhou_second,參與情節,story,主幹情節,11,11,11,1,,孔融 參與 陶謙再讓徐州與劉備屯小沛,story_link
rel:004023,entity:character_關羽,event:c011:event_tao_qian_offers_xuzhou_second,參與情節,story,主幹情節,11,11,11,1,,關羽 參與 陶謙再讓徐州與劉備屯小沛,story_link
rel:004024,entity:character_張飛,event:c011:event_tao_qian_offers_xuzhou_second,參與情節,story,主幹情節,11,11,11,1,,張飛 參與 陶謙再讓徐州與劉備屯小沛,story_link
rel:004025,entity:character_趙雲,event:c011:event_tao_qian_offers_xuzhou_second,參與情節,story,主幹情節,11,11,11,1,,趙雲 參與 陶謙再讓徐州與劉備屯小沛,story_link
rel:004026,event:c011:event_tao_qian_offers_xuzhou_second,entity:location_徐州,發生於,story,主幹情節,11,11,11,1,,陶謙再讓徐州與劉備屯小沛 發生於 徐州,story_link
rel:004027,event:c011:event_tao_qian_offers_xuzhou_second,entity:location_小沛,發生於,story,主幹情節,11,11,11,1,,陶謙再讓徐州與劉備屯小沛 發生於 小沛,story_link
rel:004028,entity:character_劉備,event:c011:event_liu_bei_enters_xuzhou,參與情節,story,主幹情節,11,11,11,1,,劉備 參與 劉備突入徐州,story_link
rel:004029,entity:character_張飛,event:c011:event_liu_bei_enters_xuzhou,參與情節,story,主幹情節,11,11,11,1,,張飛 參與 劉備突入徐州,story_link
rel:004030,entity:character_關羽,event:c011:event_liu_bei_enters_xuzhou,參與情節,story,主幹情節,11,11,11,1,,關羽 參與 劉備突入徐州,story_link
rel:004031,entity:character_趙雲,event:c011:event_liu_bei_enters_xuzhou,參與情節,story,主幹情節,11,11,11,1,,趙雲 參與 劉備突入徐州,story_link
rel:004032,entity:character_於禁,event:c011:event_liu_bei_enters_xuzhou,參與情節,story,主幹情節,11,11,11,1,,於禁 參與 劉備突入徐州,story_link
rel:004033,entity:character_陶謙,event:c011:event_liu_bei_enters_xuzhou,參與情節,story,主幹情節,11,11,11,1,,陶謙 參與 劉備突入徐州,story_link
rel:004034,event:c011:event_liu_bei_enters_xuzhou,entity:location_徐州,發生於,story,主幹情節,11,11,11,1,,劉備突入徐州 發生於 徐州,story_link
rel:004035,entity:character_曹操,event:c011:event_cao_retreats_from_xuzhou,參與情節,story,主幹情節,11,11,11,1,,曹操 參與 曹操退徐州,story_link
rel:004036,entity:character_劉備,event:c011:event_cao_retreats_from_xuzhou,參與情節,story,主幹情節,11,11,11,1,,劉備 參與 曹操退徐州,story_link
rel:004037,entity:character_郭嘉,event:c011:event_cao_retreats_from_xuzhou,參與情節,story,主幹情節,11,11,11,1,,郭嘉 參與 曹操退徐州,story_link
rel:004038,entity:character_呂布,event:c011:event_cao_retreats_from_xuzhou,參與情節,story,主幹情節,11,11,11,1,,呂布 參與 曹操退徐州,story_link
rel:004039,entity:character_張邈,event:c011:event_cao_retreats_from_xuzhou,參與情節,story,主幹情節,11,11,11,1,,張邈 參與 曹操退徐州,story_link
rel:004040,event:c011:event_cao_retreats_from_xuzhou,entity:location_徐州,發生於,story,主幹情節,11,11,11,1,,曹操退徐州 發生於 徐州,story_link
rel:004041,event:c011:event_cao_retreats_from_xuzhou,entity:location_兗州,發生於,story,主幹情節,11,11,11,1,,曹操退徐州 發生於 兗州,story_link
rel:004042,event:c011:event_cao_retreats_from_xuzhou,entity:location_濮陽,發生於,story,主幹情節,11,11,11,1,,曹操退徐州 發生於 濮陽,story_link
rel:004043,entity:character_劉備,event:c011:event_beihai_relieved,參與情節,story,主幹情節,11,11,11,1,,劉備 參與 北海解圍,story_link
rel:004044,entity:character_關羽,event:c011:event_beihai_relieved,參與情節,story,主幹情節,11,11,11,1,,關羽 參與 北海解圍,story_link
rel:004045,entity:character_張飛,event:c011:event_beihai_relieved,參與情節,story,主幹情節,11,11,11,1,,張飛 參與 北海解圍,story_link
rel:004046,entity:character_太史慈,event:c011:event_beihai_relieved,參與情節,story,主幹情節,11,11,11,1,,太史慈 參與 北海解圍,story_link
rel:004047,entity:character_孔融,event:c011:event_beihai_relieved,參與情節,story,主幹情節,11,11,11,1,,孔融 參與 北海解圍,story_link
rel:004048,entity:character_管亥,event:c011:event_beihai_relieved,參與情節,story,主幹情節,11,11,11,1,,管亥 參與 北海解圍,story_link
rel:004049,entity:character_於禁,event:c011:event_west_camp_raid_and_counterattack,參與情節,story,主幹情節,11,11,11,1,,於禁 參與 西寨夜襲與反擊,story_link
rel:004050,entity:character_曹操,event:c011:event_west_camp_raid_and_counterattack,參與情節,story,主幹情節,11,11,11,1,,曹操 參與 西寨夜襲與反擊,story_link
rel:004051,entity:character_高順,event:c011:event_west_camp_raid_and_counterattack,參與情節,story,主幹情節,11,11,11,1,,高順 參與 西寨夜襲與反擊,story_link
rel:004052,entity:character_呂布,event:c011:event_west_camp_raid_and_counterattack,參與情節,story,主幹情節,11,11,11,1,,呂布 參與 西寨夜襲與反擊,story_link
rel:004053,entity:character_魏續,event:c011:event_west_camp_raid_and_counterattack,參與情節,story,主幹情節,11,11,11,1,,魏續 參與 西寨夜襲與反擊,story_link
rel:004054,entity:character_侯成,event:c011:event_west_camp_raid_and_counterattack,參與情節,story,主幹情節,11,11,11,1,,侯成 參與 西寨夜襲與反擊,story_link
rel:004055,event:c011:event_west_camp_raid_and_counterattack,entity:location_西寨,發生於,story,主幹情節,11,11,11,1,,西寨夜襲與反擊 發生於 西寨,story_link
rel:004056,event:c011:event_west_camp_raid_and_counterattack,entity:location_濮陽,發生於,story,主幹情節,11,11,11,1,,西寨夜襲與反擊 發生於 濮陽,story_link
rel:004057,entity:character_呂布,event:c011:event_first_puyang_battle,參與情節,story,主幹情節,11,11,11,1,,呂布 參與 濮陽初戰曹操敗退,story_link
rel:004058,entity:character_曹操,event:c011:event_first_puyang_battle,參與情節,story,主幹情節,11,11,11,1,,曹操 參與 濮陽初戰曹操敗退,story_link
rel:004059,entity:character_臧霸,event:c011:event_first_puyang_battle,參與情節,story,主幹情節,11,11,11,1,,臧霸 參與 濮陽初戰曹操敗退,story_link
rel:004060,entity:character_樂進,event:c011:event_first_puyang_battle,參與情節,story,主幹情節,11,11,11,1,,樂進 參與 濮陽初戰曹操敗退,story_link
rel:004061,entity:character_張遼,event:c011:event_first_puyang_battle,參與情節,story,主幹情節,11,11,11,1,,張遼 參與 濮陽初戰曹操敗退,story_link
rel:004062,entity:character_夏侯惇,event:c011:event_first_puyang_battle,參與情節,story,主幹情節,11,11,11,1,,夏侯惇 參與 濮陽初戰曹操敗退,story_link
rel:004063,event:c011:event_first_puyang_battle,entity:location_濮陽,發生於,story,主幹情節,11,11,11,1,,濮陽初戰曹操敗退 發生於 濮陽,story_link
rel:004064,entity:character_呂布,event:c011:event_lu_bu_takes_yanzhou_puyang,參與情節,story,主幹情節,11,11,11,1,,呂布 參與 呂布襲兗州據濮陽,story_link
rel:004065,entity:character_張邈,event:c011:event_lu_bu_takes_yanzhou_puyang,參與情節,story,主幹情節,11,11,11,1,,張邈 參與 呂布襲兗州據濮陽,story_link
rel:004066,entity:character_荀彧,event:c011:event_lu_bu_takes_yanzhou_puyang,參與情節,story,主幹情節,11,11,11,1,,荀彧 參與 呂布襲兗州據濮陽,story_link
rel:004067,entity:character_程昱,event:c011:event_lu_bu_takes_yanzhou_puyang,參與情節,story,主幹情節,11,11,11,1,,程昱 參與 呂布襲兗州據濮陽,story_link
rel:004068,entity:character_曹仁,event:c011:event_lu_bu_takes_yanzhou_puyang,參與情節,story,主幹情節,11,11,11,1,,曹仁 參與 呂布襲兗州據濮陽,story_link
rel:004069,event:c011:event_lu_bu_takes_yanzhou_puyang,entity:location_兗州,發生於,story,主幹情節,11,11,11,1,,呂布襲兗州據濮陽 發生於 兗州,story_link
rel:004070,event:c011:event_lu_bu_takes_yanzhou_puyang,entity:location_濮陽,發生於,story,主幹情節,11,11,11,1,,呂布襲兗州據濮陽 發生於 濮陽,story_link
rel:004071,event:c011:event_lu_bu_takes_yanzhou_puyang,entity:location_鄄城,發生於,story,主幹情節,11,11,11,1,,呂布襲兗州據濮陽 發生於 鄄城,story_link
rel:004072,event:c011:event_lu_bu_takes_yanzhou_puyang,entity:location_東阿,發生於,story,主幹情節,11,11,11,1,,呂布襲兗州據濮陽 發生於 東阿,story_link
